pnum,stntype,stnstatus,opstatus,sitecity,sitestate,region,lat,lon,elev,project,networks,multi_types,is_realtime,mean_latency_last_hour,mean_latency_last_day,data_complete_last_day,data_complete_last_hour,status
P051,GPS,Installed,Operable,Billings,MT,East,45.806600362486094,-108.54614735510361,1081.1106513958564,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,59,46,99,100,OK
P052,GPS,Installed,Operable,JORDAN,MT,East,47.37473540390094,-107.01867944710744,858.6258230959323,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,128,211,100,100,OK
P053,GPS,Installed,Operable,Whitewater,MT,East,48.726079404421526,-107.72542208800965,814.9873006924324,PBO,"NOTA, PBO",GPS,1,56,54,100,100,OK
P054,GPS,Installed,Operable,EKALAKA,MT,East,45.84634855805708,-104.44142199835741,1093.1115967496683,PBO,"NOTA, PBO",GPS,1,100,213,99,100,OK
P055,GPS,Installed,Operable,GLENDIVE,MT,East,47.1167129958236,-104.68512587999459,667.7455855921285,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,129,210,100,100,OK
P056,GPS,Installed,Operable,Porterville,CA,SW,36.02743786082394,-119.06287422248789,100.9265159892794,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,14,12,99,100,OK
P057,GPS,Installed,Operable,Snowville,UT,East,41.75657019738099,-112.62314169959424,1382.2485364955362,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,85,94,100,100,OK
P058,GPS,Installed,Operable,Arcata,CA,NW,40.87630683475446,-124.07537114413563,21.441227940867808,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,8,97,100,100,OK
P059,GPS,Installed,Operable,"POINT ARENA",CA,NW,38.92834944513959,-123.72620304856846,-11.277519345889248,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,81,60,100,100,OK
P060,GPS,Installed,Operable,Lakehead,CA,NW,40.997632029931786,-122.41488726999012,430.83956805521575,PBO,"NOTA, PBO",GPS,1,1161,1151,99,100,OK
P062,GPS,Installed,Operable,"Silver Lake",OR,NW,43.11238655150236,-121.09071598264723,1350.3002685688816,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,75,75,100,100,OK
P063,GPS,Installed,Operable,Shaniko,OR,NW,44.92272152434341,-120.9461550610682,965.4100502902182,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,141,133,100,100,OK
P064,GPS,Installed,Inoperable,"PORT ANGELES",WA,NW,47.969843647359184,-123.48771136396897,1570.9134723719797,Other,Other,GPS,0,,,,,"Status Unavailable"
P065,GPS,Installed,Operable,Naches,WA,NW,46.84395891752565,-120.93309379098807,1017.1417253394536,PBO,"NOTA, PBO",GPS,1,1207,1169,99,100,OK
P066,GPS,Installed,Operable,Jacumba,CA,SW,32.61652701062582,-116.16979327660405,822.885013151619,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,334,373,99,100,OK
P067,GPS,Installed,Operable,Cambria,CA,SW,35.55175629393965,-121.00296626190874,107.01915291394471,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,1132,1131,100,100,OK
P068,GPS,Installed,Operable,Fallon,NV,East,39.305642638496444,-117.9847911732266,1455.9372156619472,PBO,"NOTA, PBO",GPS,1,430,427,0,0,OK
P069,GPS,Installed,Operable,Austin,NV,East,39.28793995760815,-117.60489745424817,1886.416559956814,PBO,"NOTA, PBO",GPS,0,,,,,OK
P070,GPS,Installed,Operable,"WAGON MOUND",NM,East,36.044779693990606,-104.69800185981458,1883.550423828272,PBO,"NOTA, PBO",GPS,1,327,373,98,100,OK
P071,GPS,Installed,Operable,Austin,NV,East,39.346546803330526,-117.40118359427689,2085.3724443606357,PBO,"NOTA, PBO",GPS,1,-1,-1,99,100,OK
P072,GPS,Installed,Operable,Austin,NV,East,39.52145452297074,-116.74089890314556,2061.215036695736,PBO,"NOTA, PBO",GPS,1,391,358,16,0,OK
P073,GPS,Installed,Operable,Eureka,NV,East,39.500523783543855,-116.42447280832783,1942.6232530951506,PBO,"NOTA, PBO",GPS,1,-1,-1,53,51,OK
P074,GPS,Installed,Operable,Eureka,NV,East,39.54642650969805,-116.04959974128977,1947.6961403493456,PBO,"NOTA, PBO",GPS,0,,,,,OK
P075,GPS,Installed,Operable,Eureka,NV,East,39.37424288875439,-115.88882019499016,1881.6240068338577,PBO,"NOTA, PBO",GPS,0,,,,,OK
P076,GPS,Installed,Operable,Eureka,NV,East,39.53606189700551,-115.51260098829314,2006.0564825805932,PBO,"NOTA, PBO",GPS,0,,,,,OK
P077,GPS,Installed,Operable,Ely,NV,East,39.38856048317449,-115.43182685973491,2334.2183578143454,PBO,"NOTA, PBO",GPS,0,,,,,OK
P078,GPS,Installed,Operable,,NV,East,40.43341634509755,-117.87980737726352,1444.8545092333043,PBO,"NOTA, PBO",GPS,0,,,,,"Status Unavailable"
P080,GPS,Installed,Operable,Ely,NV,East,39.11943828074433,-114.27721784751893,1972.9035284835388,PBO,"NOTA, PBO",GPS,1,66,92,100,100,OK
P081,GPS,Installed,Operable,GARRISON,UT,East,39.06730635677833,-113.87133008613014,1588.157192293497,PBO,"NOTA, PBO",GPS,1,223,208,100,100,OK
P082,GPS,Installed,Operable,DELTA,UT,East,39.268934126851356,-113.50521054086516,1381.0130034460324,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,-1,-1,94,100,OK
P083,GPS,Installed,Operable,,NV,East,40.3205804830361,-117.4676391656892,1642.7044881382694,PBO,"NOTA, PBO",GPS,1,210,203,100,100,OK
P084,GPS,Installed,Operable,Tooele,UT,East,40.493951814817414,-113.05400591388744,1432.8201909391514,PBO,"NOTA, PBO",GPS,1,124,111,100,100,OK
P085,GPS,Installed,Operable,"Battle Mtn",NV,East,40.49546057874964,-116.7362150132206,1661.217136268864,PBO,"NOTA, PBO",GPS,0,,,,,OK
P087,GPS,Installed,Operable,Carlin,NV,East,40.363204994831875,-116.27926658894148,2358.4055984530282,PBO,"NOTA, PBO",GPS,0,,,,,OK
P088,GPS,Installed,Operable,"Salt Lake City",UT,East,40.77176858719621,-111.72289363608456,1920.4725149017643,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,31,25,100,100,OK
P090,GPS,Installed,Operable,Reno,NV,East,39.57280318905769,-119.79985618179458,1503.679053915633,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,256,133,99,100,OK
P091,GPS,Installed,Operable,"Death Valley",CA,SW,36.61432348909187,-117.53154380307654,1966.885069636741,PBO,"NOTA, PBO",GPS,1,19,2297,99,100,OK
P092,GPS,Installed,Operable,"Death Valley",CA,SW,36.8041936584502,-117.40680453174863,2157.0941519426037,PBO,"NOTA, PBO",GPS,1,75,209,62,5,OK
P093,GPS,Installed,Operable,"Lone Pine",CA,SW,36.60602468916342,-117.9941473823084,1339.0908014402412,PBO,"NOTA, PBO",GPS,1,415,1992,99,100,OK
P094,GPS,Installed,Operable,"Death Valley",CA,SW,37.20083524531236,-117.70419663158606,1729.2456561827332,PBO,"NOTA, PBO",GPS,1,1134,2438,99,100,OK
P095,GPS,Installed,Operable,"Spanish Springs",NV,East,39.69843027345462,-119.53690789545368,1608.8159985440004,PBO,"NOTA, PBO",GPS,1,87,79,100,100,OK
P096,GPS,Installed,Operable,Fernley,NV,East,39.79556456695631,-119.30564538127453,1243.3124970681145,PBO,"NOTA, PBO",GPS,1,76,36,100,100,OK
P097,GPS,Installed,Operable,,NV,East,39.83880554987662,-118.8738633921997,1210.4044490602057,PBO,"NOTA, PBO",GPS,1,86,73,99,100,OK
P098,GPS,Installed,Operable,FALLON,NV,East,39.88888154029117,-118.68441701934614,1286.594249099785,PBO,"NOTA, PBO",GPS,1,78,63,100,100,OK
P099,GPS,Installed,Operable,Fallon,NV,East,39.21231965974678,-118.15935340278935,2455.6942298632353,PBO,"NOTA, PBO",GPS,1,151,204,0,0,OK
P100,GPS,Installed,Operable,"PARK VALLEY",UT,East,41.8568003793133,-113.2942179763283,1883.4952252241912,PBO,"NOTA, PBO",GPS,1,1119,1100,100,100,OK
P101,GPS,Installed,Operable,Randolph,UT,East,41.69227287913608,-111.23601835051105,2016.1354483118066,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,2,1,100,100,OK
P102,GPS,Installed,Operable,Ely,NV,East,39.924920820899985,-115.55600937378779,2718.111060554975,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P105,GPS,Installed,Operable,Delta,UT,East,39.38754296194708,-112.50409071344356,1431.4739491231683,PBO,"NOTA, PBO",GPS,1,51,51,100,100,OK
P106,GPS,Installed,Operable,Leamington,UT,East,39.4589560854896,-112.26234779867596,1559.5490206656448,PBO,"NOTA, PBO",GPS,1,55,58,100,100,OK
P107,GPS,Installed,Operable,Grants,NM,East,35.132179972384016,-107.88002208821473,1991.6825523564416,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,329,350,100,100,OK
P108,GPS,Installed,Operable,Levan,UT,East,39.588878021303735,-111.9445534202111,1683.2796279089507,PBO,"NOTA, PBO",GPS,1,85,86,100,100,OK
P109,GPS,Installed,Operable,"FOUNTAIN GREEN",UT,East,39.5974850643672,-111.65083517553637,1760.9773570539146,PBO,"NOTA, PBO",GPS,1,1132,1128,99,100,OK
P110,GPS,Installed,Operable,"Fountain Green",UT,East,39.71522699665106,-111.57114424864491,2266.2270363481966,PBO,"NOTA, PBO",GPS,1,94,101,100,100,OK
P111,GPS,Installed,Operable,snowville,UT,East,41.81731943660148,-113.0121591728061,1366.2445743581682,PBO,"NOTA, PBO",GPS,1,1139,1136,100,100,OK
P112,GPS,Installed,Operable,Indianola,UT,East,39.81690526901677,-111.44999851854789,1930.3921600266042,PBO,"NOTA, PBO",GPS,1,74,126,100,100,OK
P113,GPS,Installed,Operable,Tooele,UT,East,40.67130377431897,-113.27803647580629,1317.6567461523355,PBO,"NOTA, PBO",GPS,1,291,273,100,100,OK
P114,GPS,Installed,Operable,Grantsville,UT,East,40.63398473874052,-112.52763209129267,1352.3885798117396,PBO,"NOTA, PBO",GPS,1,1119,1117,100,100,OK
P115,GPS,Installed,Operable,GRANTSVILLE,UT,East,40.47442232412748,-112.42799977166504,1642.009282683061,PBO,"NOTA, PBO",GPS,1,1118,1120,100,100,OK
P116,GPS,Installed,Operable,Riverton,UT,East,40.434023982556894,-112.01423161167952,2034.759711473588,PBO,"NOTA, PBO",GPS,1,67,75,94,100,OK
P117,GPS,Installed,Operable,"Highland City",UT,East,40.43516332913888,-111.75142609465209,1628.9864595903384,PBO,"NOTA, PBO",GPS,1,33,67,100,100,OK
P118,GPS,Installed,Operable,Kamas,UT,East,40.63548837108437,-111.34987089601915,2082.6140384140945,PBO,"NOTA, PBO",GPS,1,40,44,100,100,OK
P119,GPS,Installed,Operable,Oakley,UT,East,40.731784888523954,-111.2577331768286,2045.4112752300732,PBO,"NOTA, PBO",GPS,1,22,59,100,100,OK
P120,GPS,Installed,Operable,"CLINES CORNERS",NM,East,35.00745553323595,-105.62607783470736,2089.675638889642,PBO,"NOTA, PBO",GPS,1,60,33,100,100,OK
P121,GPS,Installed,Operable,Snowville,UT,East,41.80338734124291,-112.69829306300389,1452.4607989964427,PBO,"NOTA, PBO",GPS,1,93,89,100,100,OK
P122,GPS,Installed,Operable,Penrose,UT,East,41.635362465451486,-112.33191884291202,1293.2204666049092,PBO,"NOTA, PBO",GPS,1,58,59,100,100,OK
P123,GPS,Installed,Operable,"TRES PIEDRAS",NM,East,36.63517104385713,-105.9108488451576,2411.2026420402444,PBO,"NOTA, PBO",GPS,1,32,47,100,100,OK
P124,GPS,Installed,Operable,"BRIGHAM CITY",UT,East,41.55759034911672,-111.95736972409196,1772.9633630723185,PBO,"NOTA, PBO",GPS,1,48,87,100,100,OK
P126,GPS,Installed,Operable,Paradise,UT,East,41.58324382765036,-111.78054298745707,1871.7410098350922,PBO,"NOTA, PBO",GPS,1,168,126,100,100,OK
P127,GPS,Installed,Operable,Lockwood,NV,East,39.49921349699133,-119.59992753194882,1523.9429026809453,PBO,"NOTA, PBO",GPS,1,78,103,91,100,OK
P128,GPS,Installed,Operable,FALLON,NV,East,39.486098066061025,-119.06864356555755,1320.009754150082,PBO,"NOTA, PBO",GPS,1,-1,1510,1,18,OK
P129,GPS,Installed,Operable,Fallon,NV,East,39.133892778085574,-118.4496055767689,1714.143817081729,PBO,"NOTA, PBO",GPS,1,-1,991,1,18,OK
P130,GPS,Installed,Operable,Fallon,NV,East,39.26803474951498,-118.93776201616771,1380.0865974866977,PBO,"NOTA, PBO",GPS,1,388,413,0,0,OK
P131,GPS,Installed,Operable,Fallon,NV,East,39.454685099084664,-118.35127087272963,1825.082506008532,PBO,"NOTA, PBO",GPS,1,246,243,0,0,OK
P132,GPS,Installed,Operable,Gabbs,NV,East,38.72884315139029,-118.004871249888,1549.7156960918865,PBO,"NOTA, PBO",GPS,1,424,484,0,0,"Status Unavailable"
P133,GPS,Installed,Operable,Hawthorne,NV,East,38.724601699860735,-118.46021509996021,1781.8357496186243,PBO,"NOTA, PBO",GPS,1,192,198,0,0,"Status Unavailable"
P134,GPS,Installed,Operable,Yerington,NV,East,38.9808752571793,-118.93041608416246,1886.0034159396253,PBO,"NOTA, PBO",GPS,1,374,391,0,0,OK
P135,GPS,Installed,Operable,Yerington,NV,East,38.70462141628408,-119.01537415052604,1692.1609245849713,PBO,"NOTA, PBO",GPS,1,-1,13725,0,0,OK
P136,GPS,Installed,Operable,Wellington,NV,East,38.761366797031314,-119.4585293566295,1773.2915688532119,PBO,"NOTA, PBO",GPS,1,-1,3974,0,0,OK
P137,GPS,Installed,Operable,GERLACH,NV,NW,40.779794912604196,-119.47676969676832,1331.7883799992933,PBO,"NOTA, PBO",GPS,0,,,,,OK
P138,GPS,Installed,Operable,,NV,East,40.24217771572327,-119.01016753937623,1243.7306221098258,PBO,"NOTA, PBO",GPS,1,384,354,99,100,OK
P139,GPS,Installed,Operable,Reno,NV,East,39.90819879373739,-119.72245459078195,1523.0068451232337,PBO,"NOTA, PBO",GPS,1,28,17,100,100,OK
P140,GPS,Installed,Operable,Placerville,CA,SW,38.829234885122425,-120.69319773233124,1079.2529391873588,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,71,75,47,100,OK
P141,GPS,Installed,Operable,Reverton,CA,SW,39.04663264530674,-120.38558683292538,2170.3860456093184,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P142,GPS,Installed,Operable,"Carson City",NV,East,39.123532917845424,-119.81072038937552,1784.9464825374619,PBO,"NOTA, PBO",GPS,1,89,108,100,100,OK
P143,GPS,Installed,Operable,Markleeville,CA,East,38.760166667714294,-119.76483949370774,1733.6049923455473,PBO,"NOTA, PBO",GPS,1,46,126,99,100,OK
P144,GPS,Installed,Operable,Camptonville,CA,SW,39.46670367127642,-120.89298914067712,1436.8867167848848,PBO,"NOTA, PBO",GPS,1,150,2801,91,97,OK
P145,GPS,Installed,Operable,Vya,NV,NW,41.3576877693793,-119.62432864635653,1755.2147055960222,PBO,"NOTA, PBO",GPS,0,,,,,OK
P146,GPS,Installed,Operable,"Cisco Grove",CA,SW,39.33746351735816,-120.53730312971257,2347.315178000831,PBO,"NOTA, PBO",GPS,1,252,337,99,100,OK
P147,GPS,Installed,Operable,Portola,CA,East,39.937386132206264,-120.2844166521522,2488.926178244861,PBO,"NOTA, PBO",GPS,1,13,10,98,100,OK
P148,GPS,Installed,Operable,Susanville,CA,NW,40.41858773134645,-120.8059643205604,1584.5622228254222,PBO,"NOTA, PBO",GPS,1,80,65,99,100,OK
P149,GPS,Installed,Operable,"Tahoe National Forest",CA,East,39.6021296507081,-120.10497810754131,2634.7059928922345,PBO,"NOTA, PBO",GPS,1,95,78,99,100,OK
P150,GPS,Installed,Operable,"Kings Beach",CA,East,39.29238011819085,-120.03385676739833,2619.093581424505,PBO,"NOTA, PBO",GPS,1,38,34,100,100,OK
P151,GPS,Installed,Operable,Herlong,CA,NW,40.28890116832987,-120.07726637642236,1313.067090616967,PBO,"NOTA, PBO",GPS,1,31,19,99,100,OK
P154,GPS,Installed,Operable,"Happy Camp",CA,NW,41.807082553072604,-123.36005244030412,319.9134747452214,PBO,"NOTA, PBO",GPS,1,323,13408,90,100,OK
P155,GPS,Installed,Operable,"Sawyers Bar",CA,NW,41.27243479800848,-123.18878856366982,1784.1082541600072,PBO,"NOTA, PBO",GPS,1,41,15,100,100,OK
P156,GPS,Installed,Operable,Whitethorn,CA,NW,40.02444418601757,-123.90612181639784,488.9809377498367,PBO,"NOTA, PBO",GPS,1,103,284,100,100,OK
P157,GPS,Installed,Operable,PETROLIA,CA,NW,40.247549402195745,-124.30807828096872,695.8386770317051,PBO,"NOTA, PBO",GPS,1,-1,197,78,100,OK
P158,GPS,Installed,Operable,Fortuna,CA,NW,40.422492043344846,-124.10721044771029,873.74912440025,PBO,"NOTA, PBO",GPS,1,3,5,95,100,"Status Unavailable"
P159,GPS,Installed,Operable,FERNDALE,CA,NW,40.50478880655272,-124.28278394992401,608.2214500883944,PBO,"NOTA, PBO",GPS,1,27,21,99,100,OK
P160,GPS,Installed,Operable,Rohnerville,CA,NW,40.55125326868776,-124.13327297365001,94.25379178843944,PBO,"NOTA, PBO",GPS,1,48,49,99,100,OK
P161,GPS,Installed,Operable,Loleta,CA,NW,40.63736425529176,-124.21308716284966,32.442802461941646,PBO,"NOTA, PBO",GPS,1,141,141,99,100,OK
P162,GPS,Installed,Operable,Loleta,CA,NW,40.69109604798726,-124.23703779598645,-6.4585453483699595,PBO,"NOTA, PBO",GPS,1,112,273,99,100,OK
P163,GPS,Installed,Operable,HONEYDEW,CA,NW,40.219573282445204,-124.05729380706669,425.3034859685995,PBO,"NOTA, PBO",GPS,1,122,195,99,100,OK
P164,GPS,Installed,Operable,Garberville,CA,NW,40.11925714171875,-123.69334436256824,1148.3286829719102,PBO,"NOTA, PBO",GPS,1,24,25,100,100,OK
P165,GPS,Installed,Operable,"MYERS FLAT",CA,NW,40.245549801241985,-123.85326815202731,545.6760665011197,PBO,"NOTA, PBO",GPS,1,100,195,100,100,OK
P166,GPS,Installed,Operable,Redcrest,CA,NW,40.435184149919046,-123.86283082106158,665.3038780921244,PBO,"NOTA, PBO",GPS,1,51,194,99,100,OK
P167,GPS,Installed,Operable,Bridgeville,CA,NW,40.54370509449215,-123.88017953162702,1021.1782570714842,PBO,"NOTA, PBO",GPS,1,301,587,100,100,OK
P168,GPS,Installed,Operable,Kneeland,CA,NW,40.66863823508383,-123.88146184321266,1093.4996750526466,PBO,"NOTA, PBO",GPS,1,112,184,100,100,OK
P169,GPS,Installed,Operable,Arcata,CA,NW,40.791145614402524,-123.96765419130611,689.4203305713922,PBO,"NOTA, PBO",GPS,1,74,65,100,100,OK
P170,GPS,Installed,Operable,Korbel,CA,NW,40.880232956003056,-123.86328318759757,918.1683674139917,PBO,"NOTA, PBO",GPS,1,40,118,99,100,OK
P171,GPS,Installed,Operable,Carmel-by-the-Sea,CA,SW,36.48552754542161,-121.79252465137606,572.7675411756766,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,228,375,0,0,OK
P172,GPS,Installed,Operable,"BIG SUR",CA,SW,36.228077621903104,-121.76725079402101,312.64317152369955,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,66,57,100,100,OK
P173,GPS,Installed,Operable,Lockwood,CA,SW,35.94571972064963,-121.29033974320771,339.2586314105309,PBO,"NOTA, PBO",GPS,1,56,62,99,100,OK
P174,GPS,Installed,Operable,"King City",CA,SW,36.3021546079203,-121.05090487428345,342.1474812262113,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,51,48,100,100,OK
P175,GPS,Installed,Operable,Paicines,CA,SW,36.42590563553807,-121.13486325112794,451.41936865734573,PBO,"NOTA, PBO",GPS,1,49,48,100,100,OK
P176,GPS,Installed,Operable,"Redwood City",CA,SW,37.47177510629806,-122.35714526095063,433.8289959352921,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,348,315,100,100,OK
P177,GPS,Installed,Operable,"Moss Beach",CA,SW,37.52817043247829,-122.49505742645292,71.79950638860218,PBO,"NOTA, PBO",GPS,1,84,67,100,100,OK
P178,GPS,Installed,Operable,"SAN MATEO",CA,SW,37.53452127008717,-122.33236937322803,129.06368969510658,PBO,"NOTA, PBO",GPS,1,335,303,94,100,OK
P179,GPS,Installed,Operable,"Cave Junction",OR,NW,42.098971807081604,-123.68557327675586,402.23200661980934,PBO,"NOTA, PBO",GPS,1,80,72,100,100,OK
P180,GPS,Installed,Operable,GREENFIELD,CA,SW,36.29283539970984,-121.40324462980104,693.2043230845113,PBO,"NOTA, PBO",GPS,1,665,657,91,100,OK
P181,GPS,Installed,Operable,Richmond,CA,SW,37.91454707154467,-122.37676034880823,72.22941503779295,PBO,"NOTA, PBO",GPS,1,363,366,98,100,OK
P182,GPS,Installed,Operable,Jenner,CA,SW,38.49501753064991,-123.18125083027391,396.8096112341014,PBO,"NOTA, PBO",GPS,1,324,311,100,100,OK
P183,GPS,Installed,Operable,"Bodega Bay",CA,SW,38.31366601572539,-123.06889265207809,10.4163575981639,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,224,267,100,100,OK
P184,GPS,Installed,Operable,ELK,CA,NW,39.11716754656568,-123.70894306462867,108.96363854578155,PBO,"NOTA, PBO",GPS,1,211,233,98,100,OK
P185,GPS,Installed,Operable,LITTLERIVER,CA,NW,39.261305937771645,-123.74934131056605,146.36755033110268,PBO,"NOTA, PBO",GPS,1,88,92,99,100,OK
P186,GPS,Installed,Operable,PHILO,CA,NW,39.1501805705457,-123.51815744063015,372.82842403338964,PBO,"NOTA, PBO",GPS,1,68,149,100,100,OK
P187,GPS,Installed,Operable,"Ft. Bragg",CA,NW,39.35247907275759,-123.60254685795294,164.05520285777735,PBO,"NOTA, PBO",GPS,1,96,125,100,100,OK
P188,GPS,Installed,Operable,Annapolis,CA,SW,38.667858974947464,-123.22956855641274,208.87994457458447,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,40,60,99,100,OK
P189,GPS,Installed,Operable,Boonville,CA,NW,38.987450902069405,-123.34843408917092,176.96919021821685,PBO,"NOTA, PBO",GPS,1,58,60,100,100,OK
P190,GPS,Installed,Operable,Ukiah,CA,NW,39.24195624366496,-123.20405232773126,202.84705791601087,PBO,"NOTA, PBO",GPS,1,371,408,97,79,OK
P191,GPS,Installed,Operable,SELMA,OR,NW,42.275355666087975,-123.63226520283794,371.4206039434591,PBO,"NOTA, PBO",GPS,1,358,464,100,100,OK
P192,GPS,Installed,Operable,"Potter Valley",CA,NW,39.31972858868716,-123.10519363493941,259.736683752092,PBO,"NOTA, PBO",GPS,1,92,110,100,100,OK
P193,GPS,Installed,Operable,"POINT REYES STATION",CA,SW,38.122939505907645,-122.90814657261973,66.60796851529088,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
P194,GPS,Installed,Operable,Petaluma,CA,SW,38.18571842030523,-122.81626233341791,235.13672023335258,PBO,"NOTA, PBO",GPS,1,30,25,100,100,OK
P195,GPS,Installed,Operable,HEALDSBURG,CA,SW,38.66466731453649,-122.95931253878797,146.83747082707907,PBO,"NOTA, PBO",GPS,1,39,124,100,100,OK
P196,GPS,Installed,Operable,Petaluma,CA,SW,38.29814566044779,-122.74264633093674,90.53949151462149,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,46,39,100,100,OK
P197,GPS,Installed,Operable,"Santa Rosa",CA,SW,38.428563160583344,-122.7673905186482,0.03187084494280526,PBO,"NOTA, PBO",GPS,1,277,209,100,100,OK
P198,GPS,Installed,Operable,Petaluma,CA,SW,38.259876218393785,-122.60745488580429,-4.605544020722469,PBO,"NOTA, PBO",GPS,1,267,331,99,100,OK
P199,GPS,Installed,Operable,Sonoma,CA,SW,38.2636934632303,-122.50344286281751,55.66016412351856,PBO,"NOTA, PBO",GPS,1,202,227,100,100,OK
P200,GPS,Installed,Operable,Sonoma,CA,SW,38.239832737123315,-122.45170651408469,-25.10208613775797,PBO,"NOTA, PBO",GPS,1,39,37,100,100,OK
P201,GPS,Installed,Operable,"SANTA ROSA",CA,SW,38.5598070591282,-122.6584383621938,349.36809465463466,PBO,"NOTA, PBO",GPS,1,244,303,99,100,OK
P202,GPS,Installed,Operable,Oakdale,CA,SW,38.42358189617894,-122.49600443964462,584.1062802208716,PBO,"NOTA, PBO",GPS,1,33,54,100,100,OK
P203,GPS,Installed,Operable,CLOVERDALE,CA,SW,38.866113373031254,-122.917009153441,926.7202328362292,PBO,"NOTA, PBO",GPS,1,51,44,100,100,OK
P204,GPS,Installed,Operable,CALISTOGA,CA,SW,38.66650088425466,-122.71053751821609,276.6693967094733,PBO,"NOTA, PBO",GPS,1,4,2,99,100,OK
P205,GPS,Installed,Operable,"UPPER LAKE",CA,NW,39.39812410338335,-122.96306871538133,771.0964071668224,PBO,"NOTA, PBO",GPS,1,399,361,68,100,OK
P206,GPS,Installed,Operable,Middletown,CA,SW,38.777817819915256,-122.57579719956414,283.61446129007095,PBO,"NOTA, PBO",GPS,1,378,332,100,100,OK
P207,GPS,Installed,Operable,"Lake Pilsbury",CA,NW,39.26004467323157,-122.71857136584163,1826.616399185005,PBO,"NOTA, PBO",GPS,1,45,16,68,100,OK
P208,GPS,Installed,Operable,Williams,CA,SW,39.109301667842246,-122.30387268800035,74.32345916384536,PBO,"NOTA, PBO",GPS,1,0,5,99,100,OK
P209,GPS,Installed,Operable,FELTON,CA,SW,37.06925743524281,-122.12672061940577,577.166608170447,PBO,"NOTA, PBO",GPS,0,,,,,OK
P210,GPS,Installed,Operable,Watsonville,CA,SW,36.81614032044217,-121.73184810105857,3.0562789112903,PBO,"NOTA, PBO",GPS,1,63,55,100,100,OK
P211,GPS,Installed,Operable,Pajaro,CA,SW,36.87917856599289,-121.69804372937355,60.56275169106119,PBO,"NOTA, PBO",GPS,1,67,141,99,100,OK
P212,GPS,Installed,Operable,WATSONVILLE,CA,SW,36.96201319524719,-121.86273937238184,36.60503490678467,PBO,"NOTA, PBO",GPS,1,-1,-1,100,100,OK
P213,GPS,Installed,Operable,"Los Gatos",CA,SW,37.201714926114214,-121.99084177328396,167.1147435953092,PBO,"NOTA, PBO",GPS,1,0,61,99,100,OK
P214,GPS,Installed,Operable,Corralitos,CA,SW,37.00102249251506,-121.79657429780917,73.27679311023961,PBO,"NOTA, PBO",GPS,1,25,136,99,100,OK
P215,GPS,Installed,Operable,WATSONVILLE,CA,SW,37.04878719654111,-121.762954974526,708.6269186569666,PBO,"NOTA, PBO",GPS,0,,,,,OK
P216,GPS,Installed,Operable,WATSONVILLE,CA,SW,37.002428071489796,-121.72621267444327,336.94005752813155,PBO,"NOTA, PBO",GPS,1,1112,1117,100,100,OK
P217,GPS,Installed,Operable,"Morgan Hill ",CA,SW,37.104498912370474,-121.65063731674141,72.30891538947347,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,6446,14121,47,80,OK
P218,GPS,Installed,Inoperable,"San Jose",CA,N/A,37.20351605457968,-121.71396452420638,82.72100354204002,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
P219,GPS,Installed,Operable,"La Honda",CA,SW,37.342492467518646,-122.28482619956472,300.8945059727037,PBO,"NOTA, PBO",GPS,1,1151,1130,100,100,OK
P220,GPS,Installed,Operable,"REDWOOD CITY",CA,SW,37.32988974875996,-122.21428949055854,705.2702195594563,PBO,"NOTA, PBO",GPS,1,45,34,27,100,OK
P221,GPS,Installed,Operable,"Los Altos",CA,SW,37.33695419373214,-122.0990543463,155.32471750903014,PBO,"NOTA, PBO",GPS,1,497,309,99,100,OK
P222,GPS,Installed,Operable,Fremont,CA,SW,37.53924152814754,-122.08326890889208,53.53093204053485,PBO,"NOTA, PBO",GPS,1,465,363,100,100,OK
