Iteration 1/6656: Lever: [-26.8495705   -1.12798126  36.33165477], Offset: 1996.0000, RMSE: 582.5176
Iteration 2526/6656: Lever: [-15.68113647   1.14959203   3.78488907], Offset: 1999.0000, RMSE: 471.0284
Iteration 2527/6656: Lever: [-17.61504636   1.67697309   8.87107481], Offset: 2000.0000, RMSE: 340.9804
Iteration 2528/6656: Lever: [-16.49736159   0.43769076  27.64852613], Offset: 2001.0000, RMSE: 342.1776
Iteration 2529/6656: Lever: [-15.81412608   0.17914317  12.70488212], Offset: 2002.0000, RMSE: 331.7386
Iteration 2530/6656: Lever: [-13.01265454   0.19613683  15.47504581], Offset: 2003.0000, RMSE: 299.6579
Iteration 2531/6656: Lever: [-11.14124388   0.30404755  17.91124579], Offset: 2004.0000, RMSE: 257.1560
Iteration 2532/6656: Lever: [-11.45966016  -2.49290037  13.91719298], Offset: 2005.0000, RMSE: 343.2002
Iteration 2533/6656: Lever: [-7.26983132 -0.0905291  14.25602606], Offset: 2006.0000, RMSE: 204.7798
Iteration 2534/6656: Lever: [-6.21292144 -2.26453011 29.16203041], Offset: 2007.0000, RMSE: 248.6206
Iteration 2535/6656: Lever: [-6.54353788 -5.67458303 29.3401194 ], Offset: 2008.0000, RMSE: 356.6008
Iteration 2536/6656: Lever: [-21.81233156  -0.32656944   6.7173624 ], Offset: 1996.0000, RMSE: 639.5205
Iteration 2537/6656: Lever: [-18.40808029   0.46550836  -2.46341117], Offset: 1997.0000, RMSE: 613.2237
Iteration 2538/6656: Lever: [-19.78911652   3.87245151   7.14224356], Offset: 1998.0000, RMSE: 334.7794
Iteration 2539/6656: Lever: [-1.62052942e+01 -5.64370036e-03  1.12214083e+01], Offset: 1999.0000, RMSE: 507.6907
Iteration 2540/6656: Lever: [-17.30246497   0.56279957   9.54929355], Offset: 2000.0000, RMSE: 387.6811
Iteration 2541/6656: Lever: [-15.66570532  -1.26342782  28.83587902], Offset: 2001.0000, RMSE: 416.6889
Iteration 2542/6656: Lever: [-15.05724557   1.21588471  11.92353929], Offset: 2002.0000, RMSE: 290.1717
Iteration 2543/6656: Lever: [-14.48529093  -0.41090558  29.14358592], Offset: 2003.0000, RMSE: 337.2586
Iteration 2544/6656: Lever: [-11.3107178    0.91070609  14.03665374], Offset: 2004.0000, RMSE: 242.0882
Iteration 2545/6656: Lever: [-11.12364484  -2.31080294  16.16290421], Offset: 2005.0000, RMSE: 331.6760
Iteration 2546/6656: Lever: [-8.50244471 -1.584414   16.16494812], Offset: 2006.0000, RMSE: 264.8726
Iteration 2547/6656: Lever: [-7.63016212 -4.49815631 38.81832222], Offset: 2007.0000, RMSE: 332.8295
Iteration 2548/6656: Lever: [-7.31175349 -6.31594145 26.18951878], Offset: 2008.0000, RMSE: 388.3314
Iteration 2549/6656: Lever: [-20.50538796  -1.30011295   3.52797554], Offset: 1996.0000, RMSE: 718.4972
Iteration 2550/6656: Lever: [-19.90966993  -1.93034746   5.27561095], Offset: 1997.0000, RMSE: 678.3901
Iteration 2551/6656: Lever: [-17.63335258  -2.91737126 -11.53646306], Offset: 1998.0000, RMSE: 678.1502
Iteration 2552/6656: Lever: [-18.07615716  -0.82425107  18.38415788], Offset: 1999.0000, RMSE: 501.7796
Iteration 2553/6656: Lever: [-18.37479964  -1.5006082   14.59323535], Offset: 2000.0000, RMSE: 462.5461
Iteration 2554/6656: Lever: [-17.33759837   0.90391098  28.45603879], Offset: 2001.0000, RMSE: 326.5202
Iteration 2555/6656: Lever: [-14.50254897   1.96815545   6.87254884], Offset: 2002.0000, RMSE: 260.4593
Iteration 2556/6656: Lever: [-13.5982099    1.27920424  22.1110582 ], Offset: 2003.0000, RMSE: 273.2595
Iteration 2557/6656: Lever: [-11.88177296   0.50983578  19.84782555], Offset: 2004.0000, RMSE: 262.9906
Iteration 2558/6656: Lever: [-9.25663254 -0.24148433 12.13804771], Offset: 2005.0000, RMSE: 242.7614
Iteration 2559/6656: Lever: [-8.95320678 -2.12108873 20.06277255], Offset: 2006.0000, RMSE: 286.7625
Iteration 2560/6656: Lever: [-6.71318654 -3.087718   29.15312398], Offset: 2007.0000, RMSE: 278.9353
Iteration 2561/6656: Lever: [-5.7037863  -4.6656364  20.96881998], Offset: 2008.0000, RMSE: 314.3759
Iteration 2562/6656: Lever: [-18.17430648   1.05686744 -10.06485295], Offset: 1996.0000, RMSE: 691.0251
Iteration 2563/6656: Lever: [-20.66251417  -0.03359202   8.22704891], Offset: 1997.0000, RMSE: 577.2953
Iteration 2564/6656: Lever: [-18.65646421  -3.26216764  -2.16990297], Offset: 1998.0000, RMSE: 665.5006
Iteration 2565/6656: Lever: [-18.36295307   1.45304627  16.80312568], Offset: 1999.0000, RMSE: 398.6063
Iteration 2566/6656: Lever: [-17.95552384   0.72924477  11.50968846], Offset: 2000.0000, RMSE: 376.5372
Iteration 2567/6656: Lever: [-15.38132296   2.46272313  16.47042677], Offset: 2001.0000, RMSE: 267.6549
Iteration 2568/6656: Lever: [-13.45557114   2.35236602   3.76808245], Offset: 2002.0000, RMSE: 241.9840
Iteration 2569/6656: Lever: [-14.34743178  -1.03170332  28.97434948], Offset: 2003.0000, RMSE: 354.6320
Iteration 2570/6656: Lever: [-13.79915925  -2.13953115  30.29917999], Offset: 2004.0000, RMSE: 370.2041
Iteration 2571/6656: Lever: [-9.9289461  -0.43782449 12.95239871], Offset: 2005.0000, RMSE: 259.4055
Iteration 2572/6656: Lever: [-7.50486901 -1.71641128 12.25731556], Offset: 2006.0000, RMSE: 253.9003
Iteration 2573/6656: Lever: [-4.70938789 -0.26656471 12.30130278], Offset: 2007.0000, RMSE: 172.7235
Iteration 2574/6656: Lever: [-6.86555987 -5.19358172 22.98295035], Offset: 2008.0000, RMSE: 351.9092
Iteration 2575/6656: Lever: [-22.1749813   -0.13240508  10.17534022], Offset: 1996.0000, RMSE: 621.8106
Iteration 2576/6656: Lever: [-19.5126797   -1.1396099    0.04650218], Offset: 1997.0000, RMSE: 653.4785
Iteration 2577/6656: Lever: [-18.01997477   1.40365458  -2.67153969], Offset: 1998.0000, RMSE: 480.6120
Iteration 2578/6656: Lever: [-20.02024377  -1.01609392  32.89599655], Offset: 1999.0000, RMSE: 482.0372
Iteration 2579/6656: Lever: [-17.7194566    0.14593473   9.61353107], Offset: 2000.0000, RMSE: 401.0075
Iteration 2580/6656: Lever: [-14.40090995   2.72479791  16.33355954], Offset: 2001.0000, RMSE: 265.5517
Iteration 2581/6656: Lever: [-14.59946271   1.86907504   9.01728374], Offset: 2002.0000, RMSE: 264.5303
Iteration 2582/6656: Lever: [-13.30966861   0.83710043  19.70897958], Offset: 2003.0000, RMSE: 281.4510
Iteration 2583/6656: Lever: [-11.94581752   0.52893191  21.57741156], Offset: 2004.0000, RMSE: 264.2090
Iteration 2584/6656: Lever: [-9.87529561 -0.87294571  9.42525721], Offset: 2005.0000, RMSE: 270.2405
Iteration 2585/6656: Lever: [-7.20940487  0.06893868 11.15367937], Offset: 2006.0000, RMSE: 199.9246
Iteration 2586/6656: Lever: [-6.48025037 -3.07564233 27.4225755 ], Offset: 2007.0000, RMSE: 275.3997
Iteration 2587/6656: Lever: [-3.85734936 -2.58772301 14.25195812], Offset: 2008.0000, RMSE: 227.4813
Iteration 2588/6656: Lever: [-21.30460308  -0.09925345   6.46328675], Offset: 1996.0000, RMSE: 643.1123
Iteration 2589/6656: Lever: [-18.75436061  -1.54269749   1.20610181], Offset: 1997.0000, RMSE: 691.6630
Iteration 2590/6656: Lever: [-19.62235814  -0.7641512    4.90734187], Offset: 1998.0000, RMSE: 534.5333
Iteration 2591/6656: Lever: [-1.98167995e+01  2.64442022e-02  2.85325623e+01], Offset: 1999.0000, RMSE: 440.8259
Iteration 2592/6656: Lever: [-18.83994494   0.74815011  18.42584509], Offset: 2000.0000, RMSE: 374.6770
Iteration 2593/6656: Lever: [-16.79351995   0.80524757  29.34489968], Offset: 2001.0000, RMSE: 327.9501
Iteration 2594/6656: Lever: [-14.51359408   1.85274638   7.83300178], Offset: 2002.0000, RMSE: 264.3829
Iteration 2595/6656: Lever: [-14.71215806  -1.32930516  29.44674151], Offset: 2003.0000, RMSE: 368.7996
Iteration 2596/6656: Lever: [-12.59292646  -0.8599631   19.06150235], Offset: 2004.0000, RMSE: 313.2614
Iteration 2597/6656: Lever: [-10.17534667  -1.67271334  14.14790127], Offset: 2005.0000, RMSE: 297.9088
Iteration 2598/6656: Lever: [-7.08952282  0.36250299 12.11597756], Offset: 2006.0000, RMSE: 190.4652
Iteration 2599/6656: Lever: [-5.58214358 -2.89423855 21.55595629], Offset: 2007.0000, RMSE: 260.8850
Iteration 2600/6656: Lever: [-7.08489839 -5.76391611 31.93633638], Offset: 2008.0000, RMSE: 370.0989
Iteration 2601/6656: Lever: [-17.86735796   1.19970519 -11.27063039], Offset: 1996.0000, RMSE: 695.7053
Iteration 2602/6656: Lever: [-21.93203257   0.18238128  11.61412772], Offset: 1997.0000, RMSE: 543.1968
Iteration 2603/6656: Lever: [-18.50307725   2.10922449  -4.93724824], Offset: 1998.0000, RMSE: 437.5221
Iteration 2604/6656: Lever: [-16.18799946   2.61148112   5.55741016], Offset: 1999.0000, RMSE: 393.2797
Iteration 2605/6656: Lever: [-15.49373216   4.45662458  -3.2793164 ], Offset: 2000.0000, RMSE: 248.9081
Iteration 2606/6656: Lever: [-15.43210644   4.79543566  17.69688367], Offset: 2001.0000, RMSE: 182.8047
Iteration 2607/6656: Lever: [-13.95514484   2.64719539   8.31658757], Offset: 2002.0000, RMSE: 233.3329
Iteration 2608/6656: Lever: [-12.05288746   3.20780831  13.63162006], Offset: 2003.0000, RMSE: 191.8532
Iteration 2609/6656: Lever: [-10.39517352   1.61124557  11.35720981], Offset: 2004.0000, RMSE: 208.1744
Iteration 2610/6656: Lever: [-8.39648636  1.12412628  3.49609228], Offset: 2005.0000, RMSE: 191.3740
Iteration 2611/6656: Lever: [-6.00407662  1.91481467  9.85362809], Offset: 2006.0000, RMSE: 135.8335
Iteration 2612/6656: Lever: [-4.87653883 -0.62793473 18.52977274], Offset: 2007.0000, RMSE: 184.4460
Iteration 2613/6656: Lever: [-5.72803626 -4.59492686 26.14981773], Offset: 2008.0000, RMSE: 313.2433
Iteration 2614/6656: Lever: [-20.41097794   1.64929439  -1.02318318], Offset: 1996.0000, RMSE: 592.5655
Iteration 2615/6656: Lever: [-18.72265757   1.54860838  -6.00568817], Offset: 1997.0000, RMSE: 556.7322
Iteration 2616/6656: Lever: [-16.47703911   2.50349363 -15.35792569], Offset: 1998.0000, RMSE: 479.8730
Iteration 2617/6656: Lever: [-17.00853128   5.63317454   7.18688435], Offset: 1999.0000, RMSE: 243.5952
Iteration 2618/6656: Lever: [-14.9821087    2.00260835  -4.33758441], Offset: 2000.0000, RMSE: 362.4304
Iteration 2619/6656: Lever: [-15.07677861   2.33540118  22.11653981], Offset: 2001.0000, RMSE: 274.4558
Iteration 2620/6656: Lever: [-14.2437367    2.82013745  12.1214321 ], Offset: 2002.0000, RMSE: 230.6140
Iteration 2621/6656: Lever: [-11.58001393   4.13657673   9.01449676], Offset: 2003.0000, RMSE: 158.5914
Iteration 2622/6656: Lever: [-9.81915439  2.87959595 10.54358949], Offset: 2004.0000, RMSE: 163.6913
Iteration 2623/6656: Lever: [-8.91975345  0.7868017  10.21519392], Offset: 2005.0000, RMSE: 208.9261
Iteration 2624/6656: Lever: [-6.48023912  0.61638127 11.28342494], Offset: 2006.0000, RMSE: 174.0905
Iteration 2625/6656: Lever: [-5.991422   -1.94384163 21.84612142], Offset: 2007.0000, RMSE: 236.3898
Iteration 2626/6656: Lever: [-4.73853364 -4.0557822  21.50137967], Offset: 2008.0000, RMSE: 281.8139
Iteration 2627/6656: Lever: [-2.35832168e+01  1.86483965e-02  2.15508997e+01], Offset: 1996.0000, RMSE: 582.9135
Iteration 2628/6656: Lever: [-18.89786322   2.59652845  -3.36732615], Offset: 1997.0000, RMSE: 505.8442
Iteration 2629/6656: Lever: [-18.72584805   0.08738841  -0.37839172], Offset: 1998.0000, RMSE: 518.8250
Iteration 2630/6656: Lever: [-18.25180712   5.96843418  16.08752689], Offset: 1999.0000, RMSE: 213.5757
Iteration 2631/6656: Lever: [-16.13915604   5.58166378   4.60726613], Offset: 2000.0000, RMSE: 197.6101
Iteration 2632/6656: Lever: [-14.06138662   5.20641734   8.44770242], Offset: 2001.0000, RMSE: 167.9345
Iteration 2633/6656: Lever: [-13.29100571   4.14711666   3.7079998 ], Offset: 2002.0000, RMSE: 179.1068
Iteration 2634/6656: Lever: [-13.22125665   0.80795339  19.53702602], Offset: 2003.0000, RMSE: 281.2128
Iteration 2635/6656: Lever: [-10.36236901   1.91922431   9.52398708], Offset: 2004.0000, RMSE: 198.7460
Iteration 2636/6656: Lever: [-8.84872308  1.12980854  5.80687199], Offset: 2005.0000, RMSE: 199.0998
Iteration 2637/6656: Lever: [-7.85104887 -1.19987487 12.82949509], Offset: 2006.0000, RMSE: 243.4724
Iteration 2638/6656: Lever: [-5.4856529  -0.61500832 18.36521681], Offset: 2007.0000, RMSE: 194.1826
Iteration 2639/6656: Lever: [-4.8516971  -3.67087605 20.8444481 ], Offset: 2008.0000, RMSE: 272.9996
Iteration 2640/6656: Lever: [-20.38351899   5.32005844   2.41376061], Offset: 1996.0000, RMSE: 434.6442
Iteration 2641/6656: Lever: [-19.23415255   3.92332235  -3.90131755], Offset: 1997.0000, RMSE: 438.7767
Iteration 2642/6656: Lever: [-20.0087494    3.71399423  13.21416941], Offset: 1998.0000, RMSE: 337.6547
Iteration 2643/6656: Lever: [-18.27360623   4.63897933  15.46188733], Offset: 1999.0000, RMSE: 266.3093
Iteration 2644/6656: Lever: [-16.47025516   3.88454061   0.18523808], Offset: 2000.0000, RMSE: 261.1545
Iteration 2645/6656: Lever: [-12.48877476   3.54572035   4.65859802], Offset: 2001.0000, RMSE: 268.5915
Iteration 2646/6656: Lever: [-14.795332     2.65102061  11.51013686], Offset: 2002.0000, RMSE: 242.9636
Iteration 2647/6656: Lever: [-11.84549676   3.85895671   8.86595954], Offset: 2003.0000, RMSE: 170.8872
Iteration 2648/6656: Lever: [-9.5892533   2.93532936  7.39757854], Offset: 2004.0000, RMSE: 159.0526
Iteration 2649/6656: Lever: [-7.66401201  2.32613708  6.03807319], Offset: 2005.0000, RMSE: 148.3508
Iteration 2650/6656: Lever: [-7.0485509   0.1144503  14.55787508], Offset: 2006.0000, RMSE: 195.9582
Iteration 2651/6656: Lever: [-6.07380552 -1.98571821 27.93842699], Offset: 2007.0000, RMSE: 238.8374
Iteration 2652/6656: Lever: [-4.84723059 -3.14931807 20.16946926], Offset: 2008.0000, RMSE: 259.6816
Iteration 2653/6656: Lever: [-19.43474363   0.26187949  -5.52538658], Offset: 1996.0000, RMSE: 683.2525
Iteration 2654/6656: Lever: [-19.83273536   2.11505332   0.46408663], Offset: 1997.0000, RMSE: 502.3482
Iteration 2655/6656: Lever: [-21.21375467   3.17061353  16.63548381], Offset: 1998.0000, RMSE: 344.3716
Iteration 2656/6656: Lever: [-17.42331539   4.78068953  11.33514021], Offset: 1999.0000, RMSE: 271.9118
Iteration 2657/6656: Lever: [-15.95045369   6.55957896   1.9628961 ], Offset: 2000.0000, RMSE: 162.0398
Iteration 2658/6656: Lever: [-14.92339126   3.60378831  17.58966855], Offset: 2001.0000, RMSE: 225.1311
Iteration 2659/6656: Lever: [-13.22519125   2.65095287   4.11268825], Offset: 2002.0000, RMSE: 231.1153
Iteration 2660/6656: Lever: [-12.80416894   0.64525266  18.85352965], Offset: 2003.0000, RMSE: 282.5118
Iteration 2661/6656: Lever: [-11.0856633    0.74896558  14.43750742], Offset: 2004.0000, RMSE: 243.1650
Iteration 2662/6656: Lever: [-8.55951816  1.37536672 10.43279799], Offset: 2005.0000, RMSE: 187.3164
Iteration 2663/6656: Lever: [-8.25591724 -0.53820094 20.28873065], Offset: 2006.0000, RMSE: 235.7313
Iteration 2664/6656: Lever: [-4.42970032 -0.16350716 18.27143594], Offset: 2007.0000, RMSE: 166.5028
Iteration 2665/6656: Lever: [-5.92443727 -4.68996808 18.40278627], Offset: 2008.0000, RMSE: 319.4601
Iteration 2666/6656: Lever: [-19.36436024   6.85484011  -9.79571739], Offset: 1996.0000, RMSE: 403.1580
Iteration 2667/6656: Lever: [-21.02142808   1.23534721  10.51302507], Offset: 1997.0000, RMSE: 514.4419
Iteration 2668/6656: Lever: [-18.17226858   2.6459471   -1.98344912], Offset: 1998.0000, RMSE: 423.0931
Iteration 2669/6656: Lever: [-16.7525912    2.03566678  11.93576813], Offset: 1999.0000, RMSE: 404.4400
Iteration 2670/6656: Lever: [-19.05017115   2.57625047  13.11559635], Offset: 2000.0000, RMSE: 312.8349
Iteration 2671/6656: Lever: [-14.97099528   3.29600498  13.42012088], Offset: 2001.0000, RMSE: 237.2179
Iteration 2672/6656: Lever: [-13.66736357   2.49190258   6.32576115], Offset: 2002.0000, RMSE: 237.3520
Iteration 2673/6656: Lever: [-12.72011284   2.02080765  16.62488492], Offset: 2003.0000, RMSE: 236.8855
Iteration 2674/6656: Lever: [-9.34274362  3.08348966  6.39577512], Offset: 2004.0000, RMSE: 151.9671
Iteration 2675/6656: Lever: [-8.94214936  1.04387641  7.6890781 ], Offset: 2005.0000, RMSE: 202.8769
Iteration 2676/6656: Lever: [-6.87703743  0.3123453  11.2640995 ], Offset: 2006.0000, RMSE: 187.8965
Iteration 2677/6656: Lever: [-6.63343451 -2.23992363 31.50476614], Offset: 2007.0000, RMSE: 255.1986
Iteration 2678/6656: Lever: [-5.25659063 -3.0766734  21.0777471 ], Offset: 2008.0000, RMSE: 267.2197
Iteration 2679/6656: Lever: [-17.33002897   0.71524064 -12.36278487], Offset: 1996.0000, RMSE: 735.5614
Iteration 2680/6656: Lever: [-20.60508926   3.35517529   1.01964504], Offset: 1997.0000, RMSE: 430.6157
Iteration 2681/6656: Lever: [-19.4946171    2.12510446   7.85273772], Offset: 1998.0000, RMSE: 413.8667
Iteration 2682/6656: Lever: [-18.8578261    2.48682232  22.71678875], Offset: 1999.0000, RMSE: 348.6361
Iteration 2683/6656: Lever: [-15.9156704    2.80240907   0.54442604], Offset: 2000.0000, RMSE: 311.4945
Iteration 2684/6656: Lever: [-15.28048605   3.73940612  15.06279972], Offset: 2001.0000, RMSE: 219.1658
Iteration 2685/6656: Lever: [-14.41446254   2.40960592   8.19244284], Offset: 2002.0000, RMSE: 245.3433
Iteration 2686/6656: Lever: [-10.4444003    5.24558995   2.49496571], Offset: 2003.0000, RMSE: 112.0554
Iteration 2687/6656: Lever: [-11.20862882   1.32449791  15.10165243], Offset: 2004.0000, RMSE: 229.0089
Iteration 2688/6656: Lever: [-8.3634138   1.64678584  6.26207932], Offset: 2005.0000, RMSE: 176.7703
Iteration 2689/6656: Lever: [-6.57339657  0.24377168  6.58944882], Offset: 2006.0000, RMSE: 185.5972
Iteration 2690/6656: Lever: [-7.88036017 -3.523129   38.84049832], Offset: 2007.0000, RMSE: 311.4661
Iteration 2691/6656: Lever: [-5.37321651 -4.29493075 18.72010962], Offset: 2008.0000, RMSE: 298.6680
Iteration 2692/6656: Lever: [-21.952373     1.53728042   8.18738308], Offset: 1996.0000, RMSE: 554.4494
Iteration 2693/6656: Lever: [-19.63046986   1.3364286    1.62844564], Offset: 1997.0000, RMSE: 541.4793
Iteration 2694/6656: Lever: [-19.49951143   1.25018695   6.17439711], Offset: 1998.0000, RMSE: 451.0778
Iteration 2695/6656: Lever: [-18.55700164   3.02012606  22.6257212 ], Offset: 1999.0000, RMSE: 329.9158
Iteration 2696/6656: Lever: [-18.89460894   3.22973286  14.954885  ], Offset: 2000.0000, RMSE: 290.7349
Iteration 2697/6656: Lever: [-13.59605794   6.68003973   6.79962612], Offset: 2001.0000, RMSE: 115.4922
Iteration 2698/6656: Lever: [-14.67047618   2.99903887  14.37138056], Offset: 2002.0000, RMSE: 231.3017
Iteration 2699/6656: Lever: [-11.80060559   2.54562959   8.30780051], Offset: 2003.0000, RMSE: 209.5746
Iteration 2700/6656: Lever: [-11.41790903  -0.59000657  18.82324765], Offset: 2004.0000, RMSE: 288.2122
Iteration 2701/6656: Lever: [-9.40858208 -0.05453254  7.45790108], Offset: 2005.0000, RMSE: 240.0783
Iteration 2702/6656: Lever: [-7.80501846 -1.04324758 19.01211129], Offset: 2006.0000, RMSE: 238.6435
Iteration 2703/6656: Lever: [-7.7146263  -4.09471789 34.28971072], Offset: 2007.0000, RMSE: 322.9100
Iteration 2704/6656: Lever: [-5.020912   -3.50106249 16.9589703 ], Offset: 2008.0000, RMSE: 271.7034
Iteration 2705/6656: Lever: [-18.95593032   4.42602032  -7.39017286], Offset: 1996.0000, RMSE: 520.0882
Iteration 2706/6656: Lever: [-18.2409463    7.78072649  -8.10538627], Offset: 1997.0000, RMSE: 303.2071
Iteration 2707/6656: Lever: [-19.8505364    3.84692883   5.25536256], Offset: 1998.0000, RMSE: 334.7237
Iteration 2708/6656: Lever: [-18.58501205   5.3594935   21.23680498], Offset: 1999.0000, RMSE: 235.6296
Iteration 2709/6656: Lever: [-15.21056874   4.55153701  -1.41281658], Offset: 2000.0000, RMSE: 249.5142
Iteration 2710/6656: Lever: [-14.29592302   6.77066929  10.00360834], Offset: 2001.0000, RMSE: 112.4269
Iteration 2711/6656: Lever: [-13.43331394   4.29175832   5.2105878 ], Offset: 2002.0000, RMSE: 176.0513
Iteration 2712/6656: Lever: [-9.09582517  7.30206401 -3.74952886], Offset: 2003.0000, RMSE: 61.0707
Iteration 2713/6656: Lever: [-8.36165054  4.9712956   2.18801041], Offset: 2004.0000, RMSE: 91.3662
Iteration 2714/6656: Lever: [-6.27420569  4.39119471 -0.99107059], Offset: 2005.0000, RMSE: 83.3832
Iteration 2715/6656: Lever: [-6.95869253  0.37503223  9.53349258], Offset: 2006.0000, RMSE: 187.9422
Iteration 2716/6656: Lever: [-4.30307749  0.42482097 17.08340855], Offset: 2007.0000, RMSE: 149.3953
Iteration 2717/6656: Lever: [-4.33909433 -2.45611245 17.66677713], Offset: 2008.0000, RMSE: 232.8961
Iteration 2718/6656: Lever: [-20.2580025    7.69620825  -2.20746654], Offset: 1996.0000, RMSE: 337.6898
Iteration 2719/6656: Lever: [-20.33949467   3.33078965   2.66676965], Offset: 1997.0000, RMSE: 437.2742
Iteration 2720/6656: Lever: [-18.30370027   3.08920895  -0.39775822], Offset: 1998.0000, RMSE: 400.5980
Iteration 2721/6656: Lever: [-18.45908294   7.37984241  16.02572668], Offset: 1999.0000, RMSE: 163.0572
Iteration 2722/6656: Lever: [-16.76400444   3.59567433   5.61019065], Offset: 2000.0000, RMSE: 270.5897
Iteration 2723/6656: Lever: [-15.00988257   5.06061048  13.45135538], Offset: 2001.0000, RMSE: 171.7330
Iteration 2724/6656: Lever: [-13.34604639   4.75256195   3.46841569], Offset: 2002.0000, RMSE: 161.7129
Iteration 2725/6656: Lever: [-11.73555667   3.54061084  11.90529574], Offset: 2003.0000, RMSE: 177.4824
Iteration 2726/6656: Lever: [-8.43797425  4.94244261 -0.44585605], Offset: 2004.0000, RMSE: 93.2897
Iteration 2727/6656: Lever: [-7.52706345  2.20921366 -0.29998853], Offset: 2005.0000, RMSE: 150.0425
Iteration 2728/6656: Lever: [-6.10256878  1.21109969 10.36238303], Offset: 2006.0000, RMSE: 153.4639
Iteration 2729/6656: Lever: [-5.21323825  0.16402488 20.99455636], Offset: 2007.0000, RMSE: 172.0244
Iteration 2730/6656: Lever: [-3.17240962 -1.40432628  8.55901526], Offset: 2008.0000, RMSE: 186.0364
Iteration 2731/6656: Lever: [-19.59239454   6.06740782  -5.50163746], Offset: 1996.0000, RMSE: 428.4849
Iteration 2732/6656: Lever: [-18.54812627   6.33623021  -7.34843869], Offset: 1997.0000, RMSE: 354.2053
Iteration 2733/6656: Lever: [-20.54698371   1.59102582  11.58304562], Offset: 1998.0000, RMSE: 416.9946
Iteration 2734/6656: Lever: [-19.40797544   2.82138761  28.49137796], Offset: 1999.0000, RMSE: 330.7609
Iteration 2735/6656: Lever: [-15.76615231   5.61227159  -2.65204685], Offset: 2000.0000, RMSE: 199.0934
Iteration 2736/6656: Lever: [-14.50224798   6.95420373  12.17886605], Offset: 2001.0000, RMSE: 110.1342
Iteration 2737/6656: Lever: [-12.58133447   5.90625686  -0.40551461], Offset: 2002.0000, RMSE: 119.5884
Iteration 2738/6656: Lever: [-11.92923088   3.21201725  10.33546115], Offset: 2003.0000, RMSE: 190.0003
Iteration 2739/6656: Lever: [-9.92265486  3.22828452 11.01626205], Offset: 2004.0000, RMSE: 157.0325
Iteration 2740/6656: Lever: [-8.10799011  1.41020695  5.27013414], Offset: 2005.0000, RMSE: 179.4679
Iteration 2741/6656: Lever: [-6.40473648  1.10581072  5.58610362], Offset: 2006.0000, RMSE: 160.7872
Iteration 2742/6656: Lever: [-4.27385184  0.27076071 11.76627597], Offset: 2007.0000, RMSE: 152.8241
Iteration 2743/6656: Lever: [-3.1592025  -1.01978839  9.54796079], Offset: 2008.0000, RMSE: 176.6061
Iteration 2744/6656: Lever: [-18.85139762   3.90998727  -7.53279799], Offset: 1996.0000, RMSE: 545.5853
Iteration 2745/6656: Lever: [-21.12813384   3.68882276   3.21987798], Offset: 1997.0000, RMSE: 406.3454
Iteration 2746/6656: Lever: [-18.12156674   3.21706126  -4.65700074], Offset: 1998.0000, RMSE: 400.0878
Iteration 2747/6656: Lever: [-18.25188776   7.12532269  14.57057876], Offset: 1999.0000, RMSE: 171.2588
Iteration 2748/6656: Lever: [-15.41067043   8.50776683  -1.54710632], Offset: 2000.0000, RMSE: 99.3684
Iteration 2749/6656: Lever: [-14.95482144   5.08976307  14.33591197], Offset: 2001.0000, RMSE: 170.2733
Iteration 2750/6656: Lever: [-11.37218618   7.67498753  -1.0499262 ], Offset: 2002.0000, RMSE: 65.9266
Iteration 2751/6656: Lever: [-9.35902859  6.8902168  -0.27834841], Offset: 2003.0000, RMSE: 66.4384
Iteration 2752/6656: Lever: [-7.86685557  5.54447235  0.03505734], Offset: 2004.0000, RMSE: 75.7623
Iteration 2753/6656: Lever: [-7.07144262  3.1551062   1.65121598], Offset: 2005.0000, RMSE: 119.0601
Iteration 2754/6656: Lever: [-5.5894214   2.13356605  2.49104241], Offset: 2006.0000, RMSE: 124.1543
Iteration 2755/6656: Lever: [-5.31437721 -1.07656743 23.16212071], Offset: 2007.0000, RMSE: 202.7138
Iteration 2756/6656: Lever: [-2.40100126 -0.44827791  5.07960837], Offset: 2008.0000, RMSE: 150.9340
Iteration 2757/6656: Lever: [-20.49477187   3.2389813    2.30581434], Offset: 1996.0000, RMSE: 520.9928
Iteration 2758/6656: Lever: [-17.67923926   5.41500562 -10.15199   ], Offset: 1997.0000, RMSE: 421.4864
Iteration 2759/6656: Lever: [-19.22590562   3.80620887   7.03095318], Offset: 1998.0000, RMSE: 348.3302
Iteration 2760/6656: Lever: [-19.67825231   4.49025345  27.3927555 ], Offset: 1999.0000, RMSE: 266.8339
Iteration 2761/6656: Lever: [-16.26155142   7.07066009   1.32238278], Offset: 2000.0000, RMSE: 145.9488
Iteration 2762/6656: Lever: [-13.51744733   8.20280363   3.33054883], Offset: 2001.0000, RMSE: 68.7645
Iteration 2763/6656: Lever: [-13.33934899   3.63367949   4.67807545], Offset: 2002.0000, RMSE: 196.0663
Iteration 2764/6656: Lever: [-9.7993148   6.4836552  -1.84027341], Offset: 2003.0000, RMSE: 75.9620
Iteration 2765/6656: Lever: [-8.10300331  5.1737433   2.92309621], Offset: 2004.0000, RMSE: 84.8797
Iteration 2766/6656: Lever: [-8.4537374   0.8733389   6.51696897], Offset: 2005.0000, RMSE: 199.1568
